busto,cintura,quadril,altura,ombro,medida correta
116.18,95.6,125.72,156.44,34.59,GG
85.1,69.3,94.5,152.06,38.97,P
94.93,76.68,100.97,159.35,36.51,M
85.55,65.16,90.24,163.59,35.39,P
86.83,67.29,92.42,159.64,32.92,P
98.64,79.86,101.76,171.65,30.19,M
89.03,68.18,92.57,166.34,30.82,P
97.61,75.34,104.69,161.77,36.4,M
95.23,79.48,101.28,170.2,36.34,M
88.7,69.56,90.93,150.89,39.66,P
89.52,69.58,95.67,160.7,30.88,P
86.59,68.78,93.42,175.27,36.32,P
88.95,66.98,95.16,176.22,32.49,P
116.36,95.46,120.35,174.71,33.1,GG
76.06,59.81,83.19,174.3,33.89,PP
118.94,99.03,124.76,154.86,30.94,GG
79.48,59.29,83.75,152.38,36.79,PP
87.1,65.57,90.21,177.1,37.28,P
79.83,56.27,84.03,174.06,37.25,PP
74.99,56.55,80.05,152.19,38.03,PP
86.68,68.47,91.09,151.04,37.34,P
109.48,87.91,110.3,164.67,31.68,G
77.0,58.4,84.53,166.89,33.2,PP
88.51,69.6,92.21,155.16,35.59,P
77.99,55.96,85.72,156.42,34.93,PP
116.45,98.61,125.76,168.63,34.34,GG
119.36,96.3,124.85,173.59,36.98,GG
95.6,79.1,104.03,150.65,30.2,M
114.24,96.17,124.54,151.68,39.78,GG
85.05,69.04,90.16,164.14,36.55,P
115.0,95.61,123.08,155.03,35.69,GG
89.96,67.87,92.06,161.72,31.38,P
106.77,90.23,115.77,155.62,32.36,G
116.04,99.27,123.72,167.4,38.69,GG
99.79,77.28,105.72,153.62,31.48,M
84.8,70.68,95.55,171.17,36.82,P
86.84,65.26,94.53,172.77,30.74,P
97.35,78.14,101.89,162.93,35.24,M
117.5,99.33,122.68,179.48,32.15,GG
117.82,95.53,120.8,174.4,34.79,GG
74.03,60.97,85.6,166.12,37.65,PP
106.22,88.97,114.4,159.84,37.88,G
85.64,68.56,91.41,158.29,38.5,P
105.72,86.37,110.55,153.82,31.28,G
77.11,58.2,85.19,178.04,38.82,PP
78.83,60.12,85.12,164.44,38.57,PP
109.28,90.25,114.39,151.92,35.97,G
118.48,100.27,121.02,164.7,33.55,GG
119.96,95.23,120.18,163.22,37.54,GG
97.58,78.83,101.25,161.79,39.14,M
99.58,76.24,104.29,166.23,35.27,M
99.26,77.97,102.72,179.26,35.94,M
94.74,76.06,102.38,171.39,38.73,M
105.79,85.27,111.15,161.95,35.17,G
78.71,56.73,84.96,165.68,38.35,PP
105.62,87.99,115.82,156.15,33.97,G
109.75,86.12,110.07,176.92,33.43,G
119.99,99.73,121.73,178.52,37.13,GG
96.51,76.74,102.05,154.72,36.64,M
114.02,96.65,124.11,178.35,34.51,GG
76.79,57.03,85.45,162.64,30.49,PP
119.75,97.6,122.95,176.81,39.01,GG
115.7,96.76,120.89,174.67,34.74,GG
86.15,65.2,95.55,161.15,39.62,P
119.94,100.17,120.86,152.63,37.1,GG
77.26,59.57,80.56,152.77,33.02,PP
108.87,90.66,113.66,154.28,32.72,G
99.17,80.8,103.05,153.73,39.24,M
98.25,75.69,105.91,168.41,31.34,M
108.63,86.25,110.24,162.05,33.94,G
89.6,68.34,92.49,161.72,31.77,P
95.57,75.1,101.55,166.7,32.78,M
116.34,95.43,121.53,172.31,39.66,GG
99.11,79.6,103.0,165.0,35.05,M
107.66,85.86,110.04,162.38,37.41,G
109.64,85.88,111.48,152.62,31.85,G
79.76,58.51,82.66,157.4,35.31,PP
76.71,58.78,80.59,166.26,34.95,PP
74.28,56.8,85.43,176.04,36.84,PP
78.59,55.25,80.85,156.77,30.85,PP
119.16,97.26,122.7,157.51,32.56,GG
78.9,59.33,83.24,164.81,32.9,PP
97.99,78.96,105.99,161.93,30.54,M
75.85,55.02,84.86,154.07,31.69,PP
79.21,55.62,83.91,169.78,36.86,PP
78.81,56.51,83.27,153.5,30.93,PP
86.97,66.31,91.14,151.08,32.89,P
79.94,55.65,81.76,164.14,33.01,PP
94.17,78.11,102.31,177.15,37.56,M
108.47,87.59,112.11,173.33,37.46,G
89.05,66.67,92.55,152.0,32.28,P
106.85,89.87,114.51,165.15,32.11,G
105.79,87.6,112.78,179.76,36.36,G
96.48,76.7,101.11,174.63,30.17,M
115.24,100.72,125.87,164.08,31.47,GG
76.29,59.08,84.36,156.37,30.5,PP
88.15,66.03,95.24,159.37,38.76,P
87.59,68.47,92.57,152.53,36.72,P
86.78,65.32,92.47,153.47,35.39,P
86.88,68.3,90.7,153.4,36.92,P
105.59,90.69,111.9,163.1,38.27,G
94.99,77.12,101.07,163.4,36.16,M
99.08,79.92,104.3,171.28,33.6,M
87.52,67.53,91.8,154.57,30.58,P
108.7,90.46,110.75,155.16,39.24,G
97.1,80.57,103.11,161.57,38.75,M
75.97,56.84,85.32,164.06,32.65,PP
96.41,80.4,102.19,178.89,33.89,M
85.11,65.24,94.32,155.47,34.93,P
76.21,59.38,84.59,177.34,31.95,PP
108.59,90.12,110.16,155.87,39.69,G
86.65,69.23,90.42,158.64,38.34,P
84.65,66.65,93.41,161.95,32.11,P
119.63,97.97,123.09,158.48,30.71,GG
85.26,65.14,94.56,165.63,37.17,P
98.37,78.06,100.39,176.6,34.45,M
116.05,98.79,121.79,153.14,32.57,GG
109.01,86.72,113.18,167.36,37.7,G
84.14,68.07,95.8,163.05,37.34,P
96.51,76.87,100.23,167.48,32.33,M
77.62,59.27,82.87,150.2,37.51,PP
78.02,58.33,85.94,153.94,30.6,PP
75.33,58.41,83.41,170.8,31.11,PP
76.29,60.18,84.17,153.38,34.51,PP
84.92,70.85,90.87,175.96,34.27,P
74.29,58.26,80.75,151.69,34.39,PP
107.16,85.95,112.81,172.54,30.84,G
98.09,76.11,100.57,156.21,37.67,M
76.04,55.53,80.82,168.68,34.22,PP
109.16,86.29,115.64,158.63,31.61,G
97.59,77.59,101.21,163.55,31.51,M
85.07,67.72,91.63,174.23,33.15,P
107.39,89.08,113.37,162.19,39.66,G
114.2,95.13,122.84,170.9,34.55,GG
99.84,78.48,103.28,155.22,35.31,M
98.48,80.4,100.86,164.26,35.74,M
109.63,87.46,115.34,172.32,32.98,G
76.05,56.72,80.75,156.21,32.73,PP
75.29,58.55,85.46,173.59,31.92,PP
88.64,68.45,94.01,172.73,30.86,P
117.99,95.97,125.98,150.26,34.78,GG
74.92,58.51,80.91,154.74,37.52,PP
98.87,77.17,103.22,164.72,37.22,M
75.6,55.65,80.35,178.97,36.42,PP
114.06,98.69,120.05,175.19,30.43,GG
89.41,66.09,92.11,170.93,33.8,P
106.66,86.9,115.38,164.1,35.19,G
89.5,67.95,92.45,163.74,36.64,P
87.02,67.08,90.9,167.39,36.7,P
114.79,98.67,124.85,159.63,36.0,GG
86.18,65.57,90.98,175.77,39.91,P
96.37,78.51,100.55,150.24,31.46,M
86.91,66.08,91.83,171.06,32.38,P
96.67,78.86,104.58,175.92,33.35,M
116.4,95.9,123.42,170.98,37.84,GG
74.07,59.02,80.72,169.92,34.05,PP
76.61,60.18,85.14,170.34,34.84,PP
86.14,67.02,95.18,179.87,33.1,P
88.52,70.73,90.27,158.07,32.85,P
76.41,59.64,82.37,171.64,32.38,PP
75.93,55.47,80.49,163.45,34.21,PP
79.0,55.14,81.01,167.54,31.89,PP
119.91,97.2,120.01,159.22,35.4,GG
94.16,79.96,102.78,178.54,32.23,M
95.19,80.78,101.14,176.42,31.67,M
104.17,88.18,114.04,179.61,33.18,G
107.23,90.14,115.05,178.78,34.3,G
88.93,68.81,95.72,160.89,34.55,P
96.15,79.85,101.44,152.58,38.94,M
107.29,88.39,111.87,165.99,30.84,G
117.59,100.93,122.77,175.75,32.15,GG
86.29,65.55,91.01,154.87,35.2,P
89.38,67.71,93.45,156.55,35.98,P
77.33,57.12,83.64,159.07,33.8,PP
116.06,97.17,121.69,151.28,37.99,GG
86.32,67.0,95.57,164.79,38.72,P
119.63,99.53,120.26,150.03,32.53,GG
94.3,76.26,103.3,150.24,30.03,M
85.59,70.22,94.42,172.3,39.57,P
117.43,96.59,121.58,163.1,34.43,GG
106.14,85.63,115.29,159.32,31.88,G
115.51,97.13,121.16,150.94,38.19,GG
77.65,58.62,82.74,155.46,38.22,PP
89.48,68.53,90.28,160.68,36.65,P
115.96,100.28,120.76,156.75,36.24,GG
117.14,97.34,122.06,159.02,30.07,GG
115.2,95.03,120.99,158.85,35.28,GG
95.5,78.36,103.98,173.93,37.85,M
89.18,66.74,91.3,150.55,30.14,P
108.24,89.4,110.31,154.69,33.55,G
104.47,86.03,111.63,158.56,36.44,G
77.57,58.31,82.45,162.41,36.42,PP
116.67,98.11,124.43,163.07,37.44,GG
117.13,99.62,121.85,155.47,37.3,GG
119.12,100.11,125.36,173.23,36.39,GG
97.9,75.85,101.17,169.16,37.72,M
97.88,77.94,102.62,168.47,39.76,M
109.97,86.12,110.7,167.84,39.98,G
105.97,86.61,114.95,163.09,38.14,G
108.7,85.69,114.57,160.17,36.34,G
106.96,86.07,110.06,159.01,31.17,G
99.83,77.37,104.76,178.86,33.46,M
85.4,67.62,93.9,166.01,33.73,P
106.2,90.76,114.93,175.5,38.24,G
79.52,56.07,82.21,162.38,39.17,PP
74.24,59.63,82.77,159.85,38.07,PP
89.07,69.89,94.24,179.94,32.2,P
87.11,66.82,95.43,155.95,39.0,P
99.15,79.18,103.97,151.98,31.97,M
95.5,75.21,105.03,169.04,37.97,M
74.36,60.23,82.95,174.61,34.82,PP
110.0,87.64,114.27,161.88,32.27,G
74.45,60.16,83.47,154.17,37.86,PP
88.9,69.74,95.33,170.12,39.39,P
114.56,100.27,123.05,155.28,34.89,GG
88.74,66.69,92.84,164.05,38.17,P
74.08,58.23,85.34,159.6,38.11,PP
76.3,58.84,85.35,162.91,33.06,PP
86.21,66.08,94.43,151.28,39.27,P
87.93,69.77,91.52,177.96,36.97,P
74.11,60.7,81.77,154.38,35.95,PP
109.12,87.05,114.26,176.49,32.68,G
106.85,85.52,115.44,169.75,36.81,G
87.82,66.44,93.31,164.1,35.71,P
95.75,75.06,103.6,159.85,34.53,M
104.59,85.52,111.59,176.59,36.98,G
105.01,89.82,110.65,159.91,34.15,G
87.09,69.69,94.42,155.45,33.17,P
106.44,87.05,112.7,159.44,32.22,G
106.03,85.58,110.59,172.57,37.12,G
79.92,60.81,80.34,168.02,36.94,PP
105.37,86.14,111.47,173.16,33.45,G
97.38,76.83,102.66,150.36,36.03,M
88.55,67.68,95.64,152.8,38.17,P
118.49,95.57,123.57,155.86,38.31,GG
79.31,60.5,83.53,165.02,37.55,PP
118.48,97.69,124.88,164.29,32.76,GG
119.35,98.28,125.0,163.72,38.99,GG
107.32,87.31,113.55,171.39,31.26,G
85.96,70.14,92.92,154.42,37.17,P
97.96,77.71,105.79,153.41,33.71,M
118.36,96.1,124.51,160.72,32.19,GG
85.56,67.16,95.77,167.2,38.58,P
97.8,77.72,100.95,174.45,38.91,M
114.5,96.34,124.59,169.88,35.38,GG
89.86,69.49,91.13,152.84,32.62,P
106.69,85.1,113.89,168.94,37.95,G
104.49,88.72,110.98,167.73,35.62,G
107.33,85.77,114.75,170.35,39.47,G
99.15,75.04,102.07,150.51,31.78,M
107.46,85.03,113.4,157.55,33.91,G
104.92,88.29,115.0,162.77,37.17,G
97.48,75.08,104.07,174.67,34.19,M
116.79,96.11,124.49,169.27,38.42,GG
109.23,90.28,115.04,168.85,37.28,G
98.71,79.14,100.53,173.47,32.96,M
98.07,79.15,104.43,166.04,33.73,M
116.22,99.46,123.94,170.67,33.26,GG
84.68,69.28,94.81,172.69,34.4,P
117.19,98.28,125.26,160.15,33.5,GG
118.85,100.41,124.54,178.85,30.61,GG
98.37,79.85,101.19,158.68,30.42,M
74.5,57.93,84.38,153.92,30.91,PP
79.52,59.73,84.97,160.27,38.1,PP
96.94,77.9,100.98,151.56,31.79,M
107.41,87.56,113.45,164.83,35.38,G
79.48,58.92,82.64,157.91,39.09,PP
88.77,65.47,91.44,176.79,39.08,P
96.84,75.55,102.89,158.9,36.63,M
118.24,95.61,124.76,155.12,31.96,GG
108.86,89.4,113.37,177.48,38.27,G
118.27,99.15,120.09,171.74,38.7,GG
107.53,86.63,113.49,159.86,38.82,G
84.1,67.17,93.21,176.55,31.99,P
97.85,79.23,102.67,178.15,38.56,M
107.91,87.31,110.74,155.41,38.51,G
98.99,75.32,105.97,161.06,32.07,M
107.51,87.94,113.63,151.54,31.12,G
86.39,65.14,90.5,170.1,39.22,P
78.02,56.12,83.33,172.5,37.67,PP
84.27,69.68,91.74,152.65,37.55,P
119.36,97.19,123.06,177.32,30.84,GG
109.84,88.89,112.99,151.16,35.49,G
108.14,88.34,114.4,169.97,32.32,G
104.52,88.36,114.62,158.0,33.83,G
116.03,95.53,121.3,177.48,38.2,GG
109.9,89.17,112.77,174.87,35.89,G
104.16,90.76,115.7,169.43,31.07,G
116.21,100.04,124.88,179.28,38.85,GG
95.82,75.86,100.42,160.5,31.18,M
99.27,77.71,102.92,174.24,36.68,M
74.28,60.1,84.29,161.08,31.34,PP
95.95,76.96,100.44,150.55,31.65,M
106.51,86.43,114.76,166.67,35.64,G
98.65,79.48,100.63,163.37,31.48,M
106.92,89.7,112.37,161.97,31.6,G
116.58,99.95,123.57,173.47,36.33,GG
98.67,79.38,105.02,171.65,39.29,M
79.14,56.0,84.27,159.39,33.18,PP
119.82,100.17,125.64,179.77,35.3,GG
118.42,97.32,123.9,152.55,31.3,GG
114.36,98.96,123.52,150.71,36.23,GG
115.16,97.02,122.43,165.68,30.99,GG
89.5,65.94,92.55,152.88,34.41,P
94.19,80.15,103.66,154.12,39.07,M
77.26,58.25,84.06,150.84,34.52,PP
115.7,100.06,120.61,154.27,39.79,GG
94.2,78.26,103.95,174.42,36.37,M
98.08,79.32,100.14,175.71,38.42,M
117.31,95.46,120.02,163.14,34.41,GG
115.65,99.14,120.72,175.89,39.13,GG
74.58,58.5,81.3,179.01,32.38,PP
98.4,77.37,104.33,155.5,34.18,M
75.57,59.12,84.9,168.31,35.77,PP
78.96,59.11,80.45,166.48,32.27,PP
86.15,69.26,94.97,176.9,33.73,P
74.98,60.69,82.63,176.73,37.5,PP
87.53,65.91,91.45,157.19,31.12,P
75.58,58.92,81.53,161.65,30.07,PP
114.64,98.36,124.48,150.56,37.47,GG
87.79,67.78,90.11,160.15,39.3,P
106.24,87.22,111.48,158.62,34.37,G
77.74,57.19,83.07,179.0,31.42,PP
109.02,86.38,114.02,179.41,31.07,G
108.62,87.58,114.85,150.79,36.6,G
89.71,69.51,92.26,175.29,31.47,P
86.0,66.18,93.85,154.77,34.8,P
108.08,90.35,110.63,151.01,34.01,G
86.24,69.8,91.99,166.4,32.98,P
106.84,89.1,113.79,151.09,38.25,G
85.36,69.83,94.78,157.08,33.25,P
105.68,87.95,110.43,151.69,39.48,G
106.51,87.76,111.96,159.12,32.51,G
117.45,95.9,122.92,175.89,36.65,GG
95.99,76.29,101.99,167.06,39.79,M
88.8,67.88,90.37,173.2,35.44,P
86.34,70.81,95.02,170.14,38.03,P
85.94,70.82,93.03,177.55,37.01,P
87.86,70.72,91.95,154.22,38.61,P
78.46,55.21,81.67,163.43,39.24,PP
114.03,99.61,120.47,171.7,39.47,GG
86.09,68.23,90.55,166.7,34.68,P
105.13,86.22,112.49,159.59,32.3,G
95.29,78.64,101.6,166.63,34.63,M
106.5,87.71,111.32,156.93,32.07,G
114.21,100.97,125.84,177.88,33.59,GG
106.8,90.56,112.24,176.08,38.77,G
87.5,68.82,94.78,162.56,34.66,P
108.36,87.61,111.91,158.18,38.87,G
85.36,67.92,93.38,156.14,33.08,P
74.4,56.7,80.05,153.31,32.77,PP
108.64,88.06,110.72,163.04,33.85,G
95.56,75.96,105.12,178.66,31.7,M
78.14,60.93,82.88,158.92,34.62,PP
97.51,75.73,101.44,166.91,31.42,M
74.81,59.83,84.06,152.56,34.31,PP
105.45,88.51,112.97,161.75,37.8,G
78.77,58.45,81.15,176.01,32.3,PP
119.74,99.46,124.18,174.54,37.34,GG
98.03,80.45,101.23,158.88,36.97,M
116.26,99.66,120.93,155.95,32.52,GG
75.22,56.73,82.74,162.61,34.68,PP
97.25,75.36,103.3,161.69,33.31,M
104.33,89.51,110.24,170.22,30.0,G
94.55,77.3,105.04,168.68,30.63,M
108.49,86.25,111.67,169.19,36.07,G
88.16,70.15,93.62,155.45,33.59,P
104.41,88.03,111.35,174.96,38.14,G
107.25,89.89,112.54,165.89,30.52,G
75.7,55.72,84.79,165.51,35.91,PP
99.46,80.82,104.92,176.88,36.18,M
99.7,79.41,104.62,155.35,31.75,M
78.14,58.93,82.58,175.87,34.0,PP
94.25,78.64,104.1,159.93,36.15,M
79.59,55.28,80.4,176.39,30.21,PP
119.8,97.62,124.62,178.88,32.25,GG
115.72,96.78,124.56,179.22,34.49,GG
75.27,55.99,85.53,167.06,31.98,PP
87.75,67.49,95.43,167.05,33.33,P
96.3,80.22,105.97,165.79,35.12,M
78.86,59.33,82.05,158.36,38.43,PP
119.66,97.62,121.06,171.13,37.65,GG
117.66,96.46,122.95,169.22,37.58,GG
77.79,55.83,83.07,169.72,33.31,PP
84.76,70.11,94.58,160.16,31.48,P
104.19,89.62,112.06,159.78,39.93,G
88.85,67.6,93.39,151.83,37.96,P
85.21,68.07,90.51,169.88,30.33,P
87.36,67.45,93.05,175.19,37.93,P
96.41,77.46,103.23,169.46,39.0,M
115.24,96.24,124.26,156.77,37.03,GG
104.61,86.91,110.23,166.26,38.63,G
77.23,59.7,83.99,174.54,34.94,PP
97.98,79.37,103.49,171.09,31.94,M
118.17,99.95,121.73,179.42,32.43,GG
117.97,96.08,120.97,175.14,32.41,GG
88.73,68.13,93.45,177.89,32.92,P
89.32,65.62,93.2,171.56,36.03,P
105.17,90.05,111.59,156.24,38.38,G
108.7,87.88,115.33,162.91,39.98,G
96.39,77.78,104.16,151.6,32.8,M
105.08,87.08,114.89,176.54,37.46,G
88.42,68.34,95.58,176.9,37.62,P
114.59,97.82,122.04,172.41,36.03,GG
119.28,100.88,124.38,151.12,34.2,GG
74.91,55.07,83.36,170.19,30.05,PP
117.14,95.31,120.26,158.42,31.39,GG
95.98,80.68,100.07,175.87,31.5,M
97.31,80.53,105.22,159.23,35.21,M
89.22,65.25,91.29,177.28,30.22,P
104.88,85.55,110.44,151.01,32.07,G
118.05,97.96,123.67,157.74,37.88,GG
84.74,65.66,91.8,166.86,33.07,P
79.66,59.86,83.74,177.43,37.91,PP
99.49,80.16,102.55,174.24,32.28,M
108.55,89.18,112.74,178.88,39.47,G
79.77,58.4,82.7,157.05,30.7,PP
107.25,86.18,111.35,159.08,34.06,G
119.01,97.77,122.42,160.86,33.66,GG
89.99,66.13,93.34,157.54,34.55,P
98.52,79.73,103.78,179.12,39.49,M
75.67,57.64,83.65,160.46,31.16,PP
116.41,95.58,124.96,157.93,37.14,GG
108.93,86.18,114.42,178.47,30.02,G
107.61,85.21,110.43,177.77,33.31,G
85.99,67.05,91.9,174.85,36.58,P
84.52,70.42,94.07,162.68,34.56,P
114.5,98.91,125.32,157.86,38.9,GG
104.77,86.43,113.1,154.65,34.96,G
96.7,80.05,104.09,155.83,37.35,M
116.41,96.15,125.79,169.72,39.63,GG
94.4,75.35,101.61,150.34,36.63,M
74.79,59.87,85.6,157.7,31.47,PP
85.65,66.3,93.48,160.43,33.88,P
94.96,77.38,105.58,175.85,30.27,M
98.41,80.84,102.12,163.92,30.98,M
99.55,75.43,103.04,167.54,31.52,M
118.17,97.4,120.2,172.72,31.37,GG
119.71,95.97,124.5,170.04,32.33,GG
89.33,69.15,94.86,151.91,34.41,P
99.36,76.77,105.72,175.3,36.18,M
119.17,99.85,121.21,161.51,36.34,GG
84.52,68.8,93.84,161.81,39.88,P
87.4,65.42,93.54,174.02,38.04,P
107.2,86.06,110.75,161.6,39.58,G
76.32,56.8,82.69,177.22,36.78,PP
87.75,65.54,92.26,156.73,31.24,P
96.16,76.41,105.48,160.94,39.69,M
99.92,80.2,105.03,179.6,39.46,M
117.9,97.8,124.77,159.67,35.96,GG
79.45,59.52,83.57,154.03,34.37,PP
119.81,97.86,125.37,150.94,35.6,GG
108.16,85.62,112.29,168.54,38.46,G
96.65,80.74,102.55,167.94,36.96,M
96.72,75.11,103.58,167.66,37.88,M
99.37,78.9,105.82,154.31,38.13,M
108.33,88.63,110.24,159.74,37.98,G
77.54,56.42,82.09,170.4,36.08,PP
77.13,60.85,80.62,171.52,36.12,PP
108.63,87.38,113.84,174.7,34.02,G
78.51,60.38,82.48,176.84,37.41,PP
89.59,68.56,94.34,172.1,39.46,P
117.31,100.07,120.78,162.46,38.78,GG
115.73,95.67,122.52,165.83,34.36,GG
107.4,90.98,112.42,160.86,38.83,G
74.33,56.16,84.21,169.54,31.88,PP
104.28,87.73,112.32,160.24,30.04,G
105.85,87.56,113.68,151.79,32.32,G
107.35,90.98,113.72,153.17,31.13,G
87.31,66.52,93.47,166.3,32.1,P
94.67,75.03,103.65,167.92,34.85,M
114.21,98.0,122.67,176.83,31.67,GG
77.11,60.11,81.8,175.01,35.38,PP
97.39,80.42,104.72,153.11,30.37,M
119.5,97.85,122.97,153.72,39.55,GG
79.37,56.06,81.99,162.61,33.25,PP
114.7,97.61,121.72,176.48,31.82,GG
78.03,58.8,84.7,152.55,38.3,PP
76.06,57.33,85.92,165.99,38.5,PP
96.63,76.47,103.18,177.89,31.37,M
115.42,100.9,121.39,155.87,34.84,GG
97.65,80.29,102.94,170.3,31.25,M
78.48,58.03,84.67,152.48,36.0,PP
95.81,75.24,105.85,158.54,33.77,M
88.13,67.73,95.6,169.22,35.79,P
115.26,100.12,121.17,165.53,32.53,GG
115.58,96.05,124.18,171.06,31.92,GG
104.72,85.62,115.5,157.39,35.78,G
95.58,77.82,100.68,162.92,33.51,M
95.66,78.34,100.78,166.24,31.72,M
97.0,80.19,105.17,150.09,38.47,M
74.28,56.45,84.15,174.07,32.77,PP
99.99,80.54,102.78,171.44,30.89,M
117.91,97.62,121.79,154.22,31.9,GG
99.47,79.02,103.38,171.33,37.54,M
119.01,99.57,125.93,157.9,32.43,GG
79.31,59.37,81.29,152.67,33.99,PP
97.77,77.69,101.61,160.22,36.75,M
94.06,80.8,100.74,150.49,33.82,M
89.64,70.58,90.16,159.52,35.65,P
104.64,86.36,112.81,164.55,39.24,G
77.43,58.72,82.39,171.05,34.43,PP
88.0,67.49,93.4,154.56,31.71,P
118.4,95.81,123.12,160.89,39.03,GG
74.37,60.25,80.56,165.06,30.33,PP
76.51,56.18,83.93,170.22,36.21,PP
108.7,86.23,111.38,173.63,37.54,G
107.21,90.26,111.93,159.27,38.69,G
115.63,98.25,125.7,157.43,37.19,GG
84.96,65.04,95.27,167.89,39.63,P
104.62,85.43,110.82,163.09,34.3,G
99.05,79.96,100.38,152.58,30.49,M
116.02,99.93,120.17,152.54,37.81,GG
77.99,56.52,83.66,160.05,31.96,PP
95.33,79.89,100.66,157.44,32.21,M
95.21,75.82,101.15,170.21,38.87,M
104.49,89.52,112.88,172.98,35.77,G
85.94,65.92,94.15,160.62,36.07,P
105.65,90.11,114.74,151.93,32.63,G
109.87,87.01,113.51,156.65,30.75,G
79.71,55.13,82.39,165.65,36.63,PP
109.56,86.85,113.66,153.38,31.58,G
86.94,70.11,91.93,155.19,38.74,P
118.98,96.64,122.71,173.7,39.7,GG
104.33,87.15,112.76,156.46,37.14,G
118.86,99.18,125.55,163.64,36.2,GG
115.16,100.34,125.79,167.1,39.09,GG
99.74,77.77,102.46,164.34,35.18,M
104.55,89.8,113.28,173.22,30.37,G
114.16,96.06,123.18,167.62,33.71,GG
75.49,60.75,83.91,151.13,34.13,PP
79.28,57.13,80.56,160.62,33.33,PP
115.01,98.31,125.78,169.87,36.02,GG
86.32,67.56,91.78,159.11,34.64,P
87.78,66.89,90.91,177.2,35.16,P
108.14,86.47,113.27,176.13,32.1,G
94.72,80.14,104.24,173.01,34.88,M
94.89,77.37,103.44,158.23,33.0,M
75.59,56.31,85.96,171.97,35.27,PP
105.07,86.97,113.4,176.11,35.64,G
117.61,95.1,120.62,170.94,33.64,GG
108.25,85.83,110.63,158.78,32.53,G
98.68,76.74,101.43,156.51,36.61,M
96.51,75.39,104.47,161.36,33.07,M
78.74,57.04,82.72,178.16,33.71,PP
118.8,100.96,124.73,164.93,30.39,GG
116.22,99.15,123.66,176.09,39.46,GG
109.72,86.12,110.22,178.9,35.67,G
88.3,67.35,90.23,159.84,32.44,P
76.97,56.23,82.29,155.7,35.22,PP
85.1,68.8,95.8,160.07,37.28,P
116.49,97.81,120.68,174.91,37.46,GG
119.25,99.92,124.97,168.34,33.22,GG
89.78,69.59,95.46,172.31,33.53,P
109.76,85.03,115.0,161.31,39.63,G
87.56,65.94,93.58,167.21,30.49,P
89.34,66.68,92.12,160.7,36.93,P
74.59,57.44,84.41,166.14,36.02,PP
76.97,57.09,84.18,164.16,33.54,PP
118.04,97.62,122.07,170.78,32.1,GG
76.44,60.9,81.92,165.16,37.18,PP
99.0,78.07,104.74,169.48,39.88,M
88.41,68.28,90.2,168.4,35.86,P
84.86,68.86,91.71,155.53,31.93,P
119.83,96.19,124.57,178.61,32.53,GG
84.17,65.59,95.5,158.05,34.42,P
119.31,100.63,120.97,172.79,33.77,GG
117.63,99.84,121.1,156.84,39.74,GG
87.33,67.24,93.22,170.29,34.5,P
95.19,77.81,103.77,156.38,32.37,M
97.94,78.99,100.01,159.11,36.01,M
116.66,96.79,120.26,173.24,31.14,GG
119.52,97.89,121.28,174.1,34.81,GG
117.7,96.41,121.03,155.51,33.5,GG
106.05,85.71,115.1,162.39,30.22,G
75.3,59.21,84.92,164.08,38.46,PP
77.35,55.63,84.73,152.42,31.09,PP
109.66,85.67,115.71,164.71,34.27,G
95.74,79.0,105.3,165.46,37.2,M
76.23,59.18,82.31,164.53,33.86,PP
84.94,65.46,94.53,151.5,37.49,P
85.66,65.22,93.97,158.73,39.33,P
117.28,96.67,123.87,173.3,31.52,GG
84.48,65.94,90.32,173.81,34.96,P
110.0,86.44,114.1,164.9,39.55,G
88.75,69.54,95.52,158.88,35.75,P
114.31,98.06,125.01,151.96,38.26,GG
86.74,67.0,92.96,160.68,35.15,P
104.92,85.68,110.01,160.09,34.83,G
77.99,56.72,84.49,162.64,37.13,PP
75.91,59.72,85.84,150.04,37.28,PP
79.47,58.09,82.2,154.73,32.95,PP
105.51,89.29,115.11,174.96,37.82,G
96.7,80.94,103.6,156.51,31.36,M
75.94,60.26,85.93,170.82,31.58,PP
86.81,68.39,95.54,168.95,36.49,P
98.81,78.64,102.19,158.56,36.71,M
114.75,97.62,125.96,157.27,38.99,GG
75.99,58.67,82.11,159.17,32.81,PP
84.03,69.72,94.57,171.28,32.27,P
97.77,78.53,101.76,177.05,31.2,M
119.76,100.48,124.19,176.82,34.8,GG
115.82,95.93,120.31,157.71,39.73,GG
104.56,86.43,114.9,156.52,32.7,G
109.44,86.36,111.02,159.55,32.14,G
95.71,77.09,100.02,158.74,38.21,M
89.07,69.54,94.11,158.28,37.12,P
96.76,75.29,105.43,166.03,37.59,M
104.79,90.96,115.04,163.2,38.59,G
86.67,67.63,90.64,174.42,38.57,P
107.7,87.2,113.9,156.57,31.79,G
99.47,78.66,105.27,163.5,31.12,M
104.4,85.95,110.07,173.49,34.82,G
75.72,57.56,80.62,152.15,31.83,PP
117.78,95.24,124.34,170.57,36.71,GG
98.05,78.35,103.41,150.53,34.53,M
77.53,59.89,84.3,150.52,35.9,PP
105.28,87.37,115.76,162.91,39.93,G
107.34,89.38,112.92,165.42,37.41,G
75.75,55.82,83.13,169.49,33.79,PP
106.57,87.66,113.52,153.37,35.71,G
116.92,100.33,125.72,162.13,39.31,GG
78.91,55.16,83.28,175.48,30.58,PP
74.94,55.96,84.19,166.75,39.23,PP
